admission_grade,age_at_enrollment,application_order,course,curricular_units_1st_sem_approved,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,daytime_evening_attendance,debtor,displaced,educational_special_needs,fathers_occupation,fathers_qualification,gdp,gender,inflation_rate,international,marital_status,mothers_occupation,mothers_qualification,nationality,previous_qualification,previous_qualification_grade,scholarship_holder,target,tuition_fees_up_to_date,unemployment_rate,dataset_marker
128.9,19,4,14,6,0,6,8,13.375,0,0,6,1,0,1,0,8,28,2.02,0,0.6,0,1,5,1,1,1,138.0,1,Graduate,1,11.1,df1
150.0,19,1,12,6,0,7,8,13.296666666666669,0,0,8,1,0,0,0,8,14,2.02,0,0.6,0,1,4,13,1,1,137.0,0,Graduate,1,11.1,df1
122.8,21,2,10,6,0,6,9,11.375,0,0,6,1,0,1,0,9,28,-0.92,0,0.3,0,1,8,13,1,1,170.0,0,Graduate,1,16.2,df1
110.0,20,1,9,5,0,5,6,12.0,0,0,5,1,0,1,0,10,1,-0.92,0,0.3,0,1,10,13,1,1,124.0,0,Graduate,1,16.2,df1
122.8,20,1,5,6,2,6,7,12.833333333333334,0,0,6,1,0,1,0,22,3,3.51,1,1.4,0,1,16,27,1,1,118.0,0,Graduate,1,8.9,df1
110.0,19,1,3,6,0,6,6,12.666666666666666,0,0,6,0,0,1,0,6,1,1.79,0,0.5,0,1,10,13,1,1,132.0,0,Graduate,1,12.4,df1
120.7,34,1,17,5,0,5,6,12.4,0,0,5,0,0,0,0,10,27,0.79,1,-0.3,0,1,4,2,1,1,150.0,0,Graduate,1,13.9,df1
120.7,37,1,1,0,0,7,7,0.0,0,0,7,1,1,0,0,7,27,3.51,1,1.4,0,1,10,23,1,1,124.0,0,Dropout,0,8.9,df1
134.6,43,1,7,0,0,5,0,0.0,0,0,5,1,0,1,0,1,27,0.32,1,2.6,0,1,1,19,1,8,110.0,0,Dropout,1,7.6,df1
138.8,55,1,9,1,0,5,10,10.0,0,0,5,1,0,0,0,7,27,-0.92,0,0.3,0,1,7,22,1,1,120.0,0,Dropout,1,16.2,df1
121.7,39,1,17,5,0,5,8,11.0,0,0,5,0,0,1,0,4,14,0.32,0,2.6,0,4,10,13,1,1,147.0,0,Graduate,1,7.6,df1
160.0,20,1,8,3,2,6,13,11.666666666666666,0,1,6,1,1,0,0,7,4,1.79,0,0.5,1,1,4,4,3,14,116.0,0,Dropout,0,12.4,df1
129.7,18,5,15,4,0,6,6,12.75,0,0,5,1,1,0,0,3,3,-1.7,0,3.7,0,1,3,3,1,1,138.0,0,Dropout,1,12.7,df1
129.8,22,2,9,5,0,5,5,14.8,0,0,5,1,0,1,0,8,14,3.51,0,1.4,0,1,3,3,1,1,134.0,0,Graduate,1,8.9,df1
168.2,22,6,12,5,0,7,9,13.928,0,0,8,1,0,1,1,3,3,2.02,0,0.6,0,1,3,1,1,1,122.0,0,Graduate,1,11.1,df1
110.0,20,1,15,4,0,6,7,13.0,0,0,6,1,0,0,0,6,28,1.79,0,0.5,0,1,6,1,1,1,180.0,0,Dropout,0,12.4,df1
135.1,29,1,17,0,0,5,0,0.0,0,0,5,0,0,0,0,10,27,-0.92,0,0.3,0,1,10,22,1,1,130.0,0,Dropout,1,16.2,df1
130.5,18,2,10,6,0,6,6,11.666666666666666,0,0,6,1,0,1,0,10,14,2.02,0,0.6,0,1,10,13,1,1,140.0,0,Graduate,1,11.1,df1
150.0,22,6,12,6,0,7,8,13.516666666666666,0,0,8,1,0,1,0,8,14,2.02,0,0.6,0,1,8,22,1,1,123.0,1,Graduate,1,11.1,df1
150.0,21,1,3,6,3,6,6,11.5,0,2,6,0,0,0,0,10,14,1.79,0,0.5,0,1,10,1,1,14,124.0,1,Graduate,1,12.4,df1
128.4,19,1,10,5,0,6,7,12.333333333333334,0,0,6,1,0,0,0,10,28,-1.7,0,3.7,0,1,10,22,1,1,110.0,1,Graduate,1,12.7,df1
120.7,24,1,11,6,0,6,6,13.666666666666666,0,0,6,1,0,0,0,8,28,1.79,0,0.5,0,1,10,13,1,1,140.0,1,Graduate,1,12.4,df1
160.0,19,3,8,5,0,5,7,14.714285714285714,0,0,5,1,0,0,0,12,27,0.32,0,2.6,0,1,12,22,1,1,131.0,0,Graduate,1,7.6,df1
111.7,27,1,17,5,0,5,12,10.6,0,0,5,0,0,0,0,10,28,-3.12,0,-0.8,0,1,10,23,1,1,133.1,0,Dropout,1,9.4,df1
101.3,18,1,12,7,0,7,9,13.044444444444444,0,0,8,1,0,1,0,6,14,-4.06,0,2.8,0,1,6,1,1,1,120.0,0,Graduate,1,15.5,df1
121.4,39,1,11,0,0,6,10,0.0,0,0,6,1,0,0,0,4,3,1.79,0,0.5,0,2,5,1,1,3,126.0,0,Dropout,1,12.4,df1
100.0,27,1,8,5,0,6,9,13.0,0,5,11,1,0,1,0,3,3,1.79,0,0.5,0,1,3,3,1,15,120.0,0,Dropout,1,12.4,df1
103.5,18,1,12,8,0,8,8,14.935,0,0,8,1,0,1,0,11,28,-3.12,0,-0.8,0,1,8,23,1,1,133.1,0,Graduate,1,9.4,df1
114.5,18,2,12,6,0,7,8,13.133333333333333,0,0,8,1,0,0,0,10,14,-0.92,0,0.3,0,1,10,13,1,1,130.0,0,Graduate,1,16.2,df1
120.5,21,1,10,6,3,6,7,12.0,0,2,6,1,0,0,0,10,1,0.79,0,-0.3,0,1,10,13,1,14,133.1,1,Graduate,1,13.9,df1
130.5,29,1,12,5,2,7,10,11.9,0,1,8,1,0,1,0,6,1,0.79,1,-0.3,0,4,6,1,1,12,133.1,0,Dropout,1,13.9,df1
97.0,19,3,2,0,0,0,0,0.0,0,0,0,1,0,1,0,4,14,1.74,1,1.4,0,1,6,13,1,1,150.0,1,Graduate,1,10.8,df1
100.0,23,1,4,6,0,6,8,12.571428571428571,0,0,6,1,0,1,0,10,27,3.51,1,1.4,0,1,10,13,1,14,120.0,0,Graduate,1,8.9,df1
128.7,19,3,9,5,0,5,8,11.2,0,0,5,1,1,0,0,8,28,-0.92,1,0.3,0,1,8,1,1,1,122.0,0,Dropout,1,16.2,df1
97.0,24,1,12,7,0,7,8,11.975,0,0,8,1,0,0,0,5,14,0.79,1,-0.3,0,1,9,22,1,1,160.0,0,Graduate,1,13.9,df1
132.7,19,1,2,0,0,0,0,0.0,0,0,0,1,0,1,0,11,14,-4.06,1,2.8,0,1,6,13,1,1,118.0,0,Dropout,1,15.5,df1
101.3,18,4,11,3,0,6,12,11.666666666666666,0,0,6,1,0,1,0,8,27,1.79,1,0.5,0,1,6,23,1,1,140.0,0,Dropout,1,12.4,df1
119.7,18,2,15,6,0,6,8,12.333333333333334,0,0,6,1,0,1,0,10,28,1.74,1,1.4,0,1,10,23,1,1,110.0,0,Graduate,1,10.8,df1
132.5,18,3,9,3,0,5,8,10.333333333333334,0,0,5,1,1,1,0,8,14,1.74,1,1.4,0,1,5,13,1,1,137.0,0,Dropout,1,10.8,df1
136.0,21,4,11,4,0,6,8,10.5,0,0,6,1,0,1,0,8,27,-3.12,1,-0.8,0,1,8,13,1,1,134.0,1,Dropout,1,9.4,df1
103.5,19,4,15,6,0,6,6,13.666666666666666,0,0,6,1,1,1,0,9,14,3.51,1,1.4,0,1,10,1,1,1,145.0,1,Graduate,1,8.9,df1
128.0,22,4,12,7,0,7,7,14.842857142857142,0,0,8,1,0,0,0,10,27,-0.92,1,0.3,0,1,10,23,1,1,133.1,1,Graduate,1,16.2,df1
132.5,33,1,3,6,0,6,8,12.0,0,0,6,0,0,0,0,7,27,1.74,1,1.4,0,2,10,22,1,1,140.0,0,Graduate,1,10.8,df1
113.5,20,6,16,5,0,6,8,12.2,0,0,6,1,0,1,0,10,14,1.74,1,1.4,0,1,10,13,1,1,133.1,0,Dropout,1,10.8,df1
136.8,35,1,17,0,0,1,1,0.0,1,0,5,0,0,1,0,3,3,1.74,1,1.4,0,1,3,3,1,2,136.0,0,Dropout,1,10.8,df1
101.3,24,1,4,6,6,12,17,12.166666666666666,0,7,12,1,1,0,0,3,3,1.79,1,0.5,0,1,5,3,1,4,120.0,0,Dropout,1,12.4,df1
104.6,33,1,3,6,0,6,7,11.0,0,0,6,0,0,1,0,7,27,-3.12,0,-0.8,0,2,10,22,1,1,130.0,0,Graduate,1,9.4,df1
129.8,22,1,12,7,0,8,8,13.08,0,0,8,1,0,1,0,8,28,1.74,0,1.4,0,1,10,22,1,1,148.0,1,Graduate,1,10.8,df1
131.8,25,1,14,4,0,5,7,10.5,0,0,5,1,0,0,0,6,14,-3.12,0,-0.8,0,1,5,1,1,1,126.0,1,Graduate,1,9.4,df1
124.5,20,1,5,6,0,6,9,10.666666666666666,1,0,6,1,0,1,0,1,28,0.32,1,2.6,0,1,5,13,1,1,110.0,0,Graduate,1,7.6,df1
106.4,24,1,12,0,0,7,18,0.0,0,0,7,1,0,0,0,11,1,0.79,1,-0.3,0,1,5,1,1,1,144.0,0,Dropout,1,13.9,df1
110.0,21,2,15,6,0,6,6,14.0,0,0,6,1,0,1,0,10,1,3.51,0,1.4,1,1,10,13,14,1,150.0,0,Graduate,0,8.9,df1
120.5,26,1,8,2,0,6,7,12.0,1,0,6,1,0,0,0,5,1,3.51,0,1.4,1,1,5,1,14,1,143.0,0,Dropout,1,8.9,df1
123.7,39,1,16,3,0,6,12,12.666666666666666,0,0,6,1,0,0,0,1,24,0.32,0,2.6,0,2,1,22,1,8,143.0,0,Dropout,1,7.6,df1
134.1,44,1,3,8,2,8,11,11.875,0,0,6,0,0,0,0,10,14,-1.7,0,3.7,0,2,10,22,1,1,130.0,0,Graduate,1,12.7,df1
141.1,18,5,15,6,0,6,6,13.666666666666666,0,0,6,1,0,1,0,6,1,3.51,0,1.4,0,1,6,22,1,1,131.0,0,Graduate,1,8.9,df1
135.6,18,5,12,7,0,7,7,13.75,0,0,8,1,0,1,0,8,27,1.79,0,0.5,0,1,8,22,1,1,125.0,1,Graduate,1,12.4,df1
136.1,19,4,12,4,0,7,10,11.96,0,0,7,1,1,1,0,3,3,0.79,0,-0.3,0,1,3,3,1,1,121.0,0,Dropout,0,13.9,df1
101.3,21,1,6,8,7,10,12,12.875,0,4,9,1,0,0,0,10,28,3.51,0,1.4,0,1,10,23,1,16,124.0,0,Dropout,1,8.9,df1
119.7,20,4,2,0,0,0,0,0.0,0,0,0,1,0,1,0,11,1,-0.92,0,0.3,0,1,10,1,1,1,132.0,0,Graduate,1,16.2,df1
110.0,36,1,3,0,0,6,0,0.0,0,0,6,0,0,1,0,6,27,-3.12,0,-0.8,0,2,7,22,1,1,141.0,0,Dropout,1,9.4,df1
108.0,43,1,4,18,13,18,19,14.63157894736842,0,10,13,1,0,0,0,7,27,-4.06,0,2.8,0,4,10,22,1,9,140.0,0,Graduate,1,15.5,df1
123.5,19,1,16,0,0,6,0,0.0,0,0,6,1,0,1,0,8,14,2.02,0,0.6,0,1,10,13,1,1,132.0,0,Dropout,1,11.1,df1
154.4,20,1,5,10,4,10,12,13.0,0,5,11,1,1,0,0,9,1,2.02,0,0.6,0,1,3,3,1,1,150.0,0,Graduate,1,11.1,df1
160.0,19,2,10,0,0,6,0,0.0,0,0,6,1,0,1,0,8,28,-0.92,0,0.3,0,1,5,22,1,1,140.0,0,Dropout,1,16.2,df1
110.0,20,1,6,4,0,6,15,14.2,0,0,6,1,0,1,0,5,1,-4.06,0,2.8,0,1,5,1,1,1,126.0,0,Dropout,1,15.5,df1
137.8,20,5,12,6,2,7,9,13.266666666666666,0,0,7,1,0,1,0,4,4,1.79,0,0.5,0,1,5,3,1,1,133.1,0,Dropout,1,12.4,df1
100.0,18,1,10,6,0,6,8,13.857142857142858,0,0,6,1,0,1,0,8,27,0.79,0,-0.3,0,1,7,22,1,1,140.0,0,Graduate,1,13.9,df1
107.0,19,1,6,5,0,5,6,13.4,0,0,5,1,0,1,0,10,14,1.74,0,1.4,0,1,10,13,1,1,130.0,0,Graduate,1,10.8,df1
130.5,18,3,15,6,0,6,6,12.666666666666666,0,0,6,1,0,1,0,8,28,1.74,0,1.4,0,1,5,1,1,1,140.0,0,Graduate,1,10.8,df1
120.7,18,2,12,6,0,7,7,12.516666666666666,1,0,7,1,0,1,0,10,27,0.32,0,2.6,0,1,10,22,1,1,151.0,0,Dropout,1,7.6,df1
97.0,18,2,6,5,0,5,12,13.142857142857142,2,0,5,1,0,0,0,8,28,-3.12,0,-0.8,0,1,10,22,1,1,160.0,0,Graduate,1,9.4,df1
120.7,18,1,9,5,0,5,5,12.6,0,0,5,1,0,0,0,6,14,2.02,0,0.6,0,1,5,2,1,1,138.0,0,Graduate,1,11.1,df1
118.1,21,1,11,3,0,6,12,11.0,0,0,6,1,0,1,0,6,1,-3.12,0,-0.8,0,1,5,1,1,1,121.0,0,Dropout,1,9.4,df1
111.9,19,2,9,5,0,5,8,10.8,0,0,5,1,0,1,0,8,14,-0.92,0,0.3,0,1,10,13,1,1,123.0,0,Graduate,1,16.2,df1
100.0,19,1,2,0,0,0,0,0.0,0,0,0,1,0,0,0,10,14,1.74,0,1.4,0,1,3,3,1,1,140.0,0,Dropout,1,10.8,df1
141.8,19,1,14,5,0,5,5,12.8,0,0,5,1,0,0,0,10,28,-3.12,0,-0.8,0,1,10,23,1,1,149.0,1,Graduate,1,9.4,df1
110.0,19,1,6,6,0,6,15,14.166666666666666,0,0,6,1,0,1,0,8,28,-4.06,0,2.8,0,1,5,13,1,1,141.0,0,Graduate,1,15.5,df1
121.0,19,6,13,5,0,7,12,12.1,0,0,7,1,0,1,0,6,1,0.79,0,-0.3,0,1,5,1,1,1,133.1,0,Dropout,1,13.9,df1
150.0,20,1,6,6,1,6,7,14.166666666666666,0,1,6,1,0,1,0,10,27,1.79,0,0.5,0,1,10,22,1,14,131.0,0,Graduate,1,12.4,df1
97.0,18,3,10,6,0,6,7,13.0,0,0,6,1,0,1,0,4,29,1.79,0,0.5,0,1,6,1,1,1,157.0,0,Graduate,1,12.4,df1
110.0,19,6,12,7,0,7,7,13.467142857142855,0,0,8,1,0,1,0,10,27,1.79,0,0.5,0,1,9,1,1,1,118.0,0,Graduate,1,12.4,df1
140.0,18,3,12,7,0,7,9,13.2375,0,0,8,1,0,1,0,9,14,0.79,0,-0.3,0,1,6,13,1,1,139.0,1,Dropout,1,13.9,df1
115.5,18,2,5,6,0,6,6,12.333333333333334,0,0,6,1,0,1,0,10,27,0.32,0,2.6,0,1,10,22,1,1,130.0,0,Graduate,1,7.6,df1
107.0,19,4,9,5,0,5,7,12.4,0,0,5,1,0,1,0,9,14,3.51,0,1.4,0,1,5,1,1,1,134.0,0,Graduate,1,8.9,df1
100.0,19,6,12,5,0,7,8,14.0,0,0,7,1,0,1,0,4,14,0.79,0,-0.3,0,1,4,1,1,1,133.1,0,Dropout,1,13.9,df1
119.8,20,1,10,9,5,9,15,11.666666666666666,0,2,7,1,0,0,0,8,27,0.32,0,2.6,0,1,10,23,1,1,117.0,0,Graduate,1,7.6,df1
129.3,19,1,14,5,0,6,7,12.0,0,0,6,1,1,0,0,10,28,1.79,0,0.5,0,1,4,1,1,1,130.0,1,Dropout,0,12.4,df1
140.0,20,1,14,4,0,5,7,12.2,0,0,5,1,0,1,0,6,14,0.32,0,2.6,0,1,6,13,1,1,120.0,0,Graduate,1,7.6,df1
124.1,18,1,15,6,0,6,6,14.833333333333334,0,0,6,1,1,0,0,39,1,3.51,0,1.4,0,1,20,1,1,1,124.0,1,Graduate,1,8.9,df1
113.8,18,1,12,7,0,7,8,17.125,0,0,8,1,0,0,0,9,1,0.79,0,-0.3,0,1,5,13,1,1,150.0,0,Graduate,1,13.9,df1
133.0,19,5,12,6,0,7,7,12.666666666666666,0,0,7,1,0,1,0,10,27,0.32,0,2.6,0,1,10,22,1,1,119.0,0,Graduate,1,7.6,df1
125.4,19,6,15,6,0,6,8,12.666666666666666,0,0,6,1,0,1,0,5,1,1.79,0,0.5,0,1,5,13,1,1,116.0,1,Graduate,1,12.4,df1
101.3,19,3,10,6,0,6,7,11.333333333333334,0,0,6,1,0,1,0,11,10,1.79,0,0.5,0,1,10,1,1,1,170.0,1,Graduate,1,12.4,df1
129.3,19,3,12,7,0,7,10,13.605,0,0,8,1,0,1,0,8,14,-4.06,0,2.8,0,1,10,13,1,1,140.0,1,Graduate,1,15.5,df1
112.4,19,5,16,5,0,6,10,12.0,0,0,6,1,0,1,0,7,28,-3.12,0,-0.8,0,1,6,22,1,1,123.0,1,Graduate,1,9.4,df1
116.3,19,4,11,0,0,5,10,0.0,0,0,5,1,0,1,0,10,14,0.32,0,2.6,0,1,10,10,1,1,125.0,0,Dropout,1,7.6,df1
113.8,20,1,11,5,0,6,8,11.2,0,0,6,1,0,1,0,11,27,0.32,0,2.6,0,1,10,1,1,1,133.1,0,Dropout,1,7.6,df1
140.7,18,1,9,5,0,5,10,13.375,0,0,5,1,0,0,0,11,14,0.79,0,-0.3,0,1,3,3,1,1,118.0,0,Graduate,1,13.9,df1
135.1,20,1,12,6,0,7,8,13.863333333333337,0,0,8,1,0,0,0,10,14,2.02,0,0.6,0,1,10,1,1,1,140.0,1,Graduate,1,11.1,df1
107.0,19,1,6,5,0,5,6,12.4,0,0,5,1,0,0,0,8,28,0.32,0,2.6,0,1,5,1,1,1,150.0,0,Graduate,1,7.6,df1
120.7,18,1,16,6,0,6,7,13.333333333333334,0,0,6,1,0,1,0,10,27,0.32,0,2.6,0,1,10,22,1,1,146.0,0,Graduate,1,7.6,df1
150.0,21,1,16,3,0,6,10,12.666666666666666,0,0,6,1,0,1,0,6,27,-3.12,0,-0.8,0,1,3,3,1,1,140.0,0,Dropout,1,9.4,df1
103.5,19,1,16,6,0,6,8,12.0,0,0,6,1,0,0,0,7,27,0.32,0,2.6,0,1,7,23,1,1,130.0,0,Dropout,1,7.6,df1
129.8,18,1,9,5,0,5,5,10.6,0,0,5,1,0,0,0,10,28,1.79,0,0.5,0,1,10,23,1,1,160.0,1,Graduate,1,12.4,df1
111.8,18,2,10,6,0,6,8,12.25,0,0,6,1,0,1,0,10,27,-1.7,0,3.7,0,1,8,1,1,1,143.0,1,Graduate,1,12.7,df1
132.7,20,3,10,4,0,6,10,11.0,0,0,6,1,0,1,0,11,1,-3.12,0,-0.8,0,1,10,13,1,1,142.0,0,Graduate,1,9.4,df1
162.9,24,1,3,5,0,6,11,11.0,0,0,6,0,0,0,0,9,14,2.02,0,0.6,0,1,7,1,1,1,132.0,1,Graduate,1,11.1,df1
97.0,19,1,14,6,0,6,6,13.166666666666666,0,0,6,1,0,0,0,2,1,1.74,0,1.4,0,1,5,13,1,1,137.0,0,Dropout,1,10.8,df1
97.0,18,1,12,7,0,7,9,12.855555555555554,0,0,8,1,0,1,0,8,27,-4.06,0,2.8,0,1,10,13,1,1,134.0,1,Graduate,1,15.5,df1
132.0,18,2,12,7,0,7,8,14.91875,0,0,8,1,0,1,0,10,14,-4.06,0,2.8,0,1,10,13,1,1,148.0,0,Graduate,1,15.5,df1
129.8,21,5,16,4,0,6,13,11.5,0,0,6,1,0,1,0,5,10,1.74,0,1.4,0,1,5,10,1,1,133.1,0,Dropout,1,10.8,df1
142.8,19,2,14,5,0,5,5,14.2,0,0,5,1,0,0,0,5,14,0.32,0,2.6,0,1,6,1,1,1,133.1,0,Graduate,1,7.6,df1
122.9,19,1,15,6,0,6,6,12.5,0,0,6,1,0,0,0,8,27,-4.06,0,2.8,0,1,8,13,1,1,137.0,1,Graduate,1,15.5,df1
135.6,19,3,10,5,0,6,10,11.666666666666666,0,0,6,1,0,0,0,9,14,0.79,0,-0.3,0,1,8,13,1,1,123.0,0,Graduate,1,13.9,df1
99.7,29,1,12,7,1,8,8,14.257142857142856,0,1,8,1,0,0,0,2,2,-1.7,0,3.7,0,1,2,2,1,3,169.0,0,Graduate,1,12.7,df1
110.0,21,1,10,3,0,6,13,12.0,0,0,6,1,0,1,0,9,14,-0.92,0,0.3,0,1,5,13,1,1,124.0,0,Dropout,1,16.2,df1
130.5,20,2,13,7,0,7,8,12.457142857142856,0,0,8,1,0,0,0,11,27,-4.06,0,2.8,0,1,4,22,1,1,138.0,0,Graduate,1,15.5,df1
135.6,19,1,12,6,0,7,7,11.683333333333332,0,0,7,1,0,1,0,6,28,0.32,0,2.6,0,1,5,2,1,1,110.0,0,Graduate,1,7.6,df1
150.2,26,1,3,3,0,6,10,11.666666666666666,0,0,6,0,0,0,0,7,2,-3.12,0,-0.8,0,1,5,13,1,1,125.0,0,Graduate,1,9.4,df1
136.6,20,2,11,4,0,6,8,11.75,0,0,6,1,1,1,0,9,27,2.02,0,0.6,0,1,10,22,1,1,118.0,0,Dropout,0,11.1,df1
128.7,27,1,16,5,0,6,9,13.2,0,0,6,1,0,0,0,6,14,0.32,0,2.6,0,1,10,22,1,1,135.0,0,Graduate,1,7.6,df1
131.8,20,2,12,4,0,7,8,11.95,0,0,7,1,0,1,0,12,24,0.32,0,2.6,0,1,12,19,1,1,126.0,0,Dropout,1,7.6,df1
134.6,18,5,16,5,0,6,8,12.4,0,0,6,1,0,1,0,6,14,-3.12,0,-0.8,0,1,10,22,1,1,146.0,0,Dropout,1,9.4,df1
144.7,33,1,12,6,2,7,8,14.35,0,3,8,1,0,0,0,6,1,-0.92,0,0.3,0,1,10,1,1,3,153.0,0,Dropout,1,16.2,df1
129.8,35,1,16,21,19,21,21,12.61904761904762,0,13,19,1,0,1,0,4,1,1.79,0,0.5,0,1,4,3,1,1,142.0,0,Graduate,1,12.4,df1
140.0,27,1,15,5,0,6,6,12.0,0,0,6,1,1,0,0,5,14,2.02,0,0.6,0,1,4,13,1,12,148.0,0,Dropout,0,11.1,df1
123.7,19,3,5,6,0,6,6,12.166666666666666,0,0,6,1,0,1,0,6,27,-4.06,0,2.8,0,1,6,1,1,1,143.0,0,Dropout,0,15.5,df1
122.0,20,2,11,0,0,6,0,0.0,0,0,6,1,0,0,0,7,14,2.02,0,0.6,0,1,5,1,1,1,122.0,0,Dropout,1,11.1,df1
110.0,20,2,9,3,0,5,9,10.0,0,0,5,1,1,1,0,8,3,1.74,0,1.4,0,1,6,3,1,1,135.0,0,Dropout,0,10.8,df1
124.1,18,3,12,6,0,7,7,13.05,0,0,7,1,0,1,0,5,1,0.32,0,2.6,0,1,10,23,1,1,143.0,1,Graduate,1,7.6,df1
132.5,24,1,6,2,0,6,10,11.0,0,0,6,1,0,1,0,10,14,3.51,0,1.4,0,1,10,1,1,1,120.0,0,Dropout,1,8.9,df1
100.0,20,4,5,6,0,6,7,11.5,0,0,6,1,0,1,0,2,3,-0.92,0,0.3,0,1,5,1,1,1,148.0,0,Graduate,1,16.2,df1
140.0,21,1,11,6,0,6,7,12.0,0,0,6,1,0,0,0,9,28,0.79,0,-0.3,0,1,10,13,1,1,105.0,1,Graduate,1,13.9,df1
141.1,24,1,9,0,0,5,5,0.0,0,0,5,1,0,1,0,4,3,0.32,0,2.6,0,1,5,10,1,1,132.0,0,Dropout,1,7.6,df1
121.3,21,1,16,0,0,6,0,0.0,0,0,6,1,0,0,0,11,1,1.79,0,0.5,0,1,5,1,1,1,133.1,0,Dropout,1,12.4,df1
100.0,18,4,12,7,0,8,8,12.242857142857144,0,0,8,1,0,1,0,9,28,-1.7,0,3.7,0,1,10,23,1,1,119.0,0,Graduate,1,12.7,df1
140.0,27,1,17,0,0,5,0,0.0,0,0,5,0,0,1,0,5,1,3.51,0,1.4,0,1,4,13,1,15,123.0,0,Dropout,1,8.9,df1
122.8,18,6,12,8,0,8,8,12.93375,0,0,8,1,0,1,0,6,27,-3.12,0,-0.8,0,1,6,22,1,1,153.0,0,Graduate,1,9.4,df1
